Isaiah,13,1,阿摩兹的儿子依撒意亚所见有关巴比伦的神谕：
Isaiah,13,2,你们在秃山上竖起旗帜，向他们高呼挥手，叫他们走进王侯的御门！
Isaiah,13,3,我已向我圣洁的人下令，并为了我的愤怒，召集了我的战士，我那骄矜自喜的常胜军。
Isaiah,13,4,听！山上有喧嚣声，好像有无数的人群。听！列国的嘈杂声，万民正在聚集；万军的上主正在检阅赴敌的部队：
Isaiah,13,5,他们都来自远方，来自天边。上主和他盛怒的工具，要来毁灭整个大地。
Isaiah,13,6,号啕罢！因为上主的日子近了，它来有如全能者实行毁灭；
Isaiah,13,7,为此，人手将要松懈，人心将要消融，
Isaiah,13,8,人人都惊慌失措，剧疼和痛苦侵袭他们，痉挛得有如临产的妇女；他们彼此惊愣相视，面容有如火焰。
Isaiah,13,9,看哪！上主的日子来到，必有残忍、雷霆和烈怒，为使大地变为荒凉，为歼灭地上的罪人。
Isaiah,13,10,那时，天上的众星与群宿不再发光，太阳一升起即变为昏黑，月亮也不再放光明。
Isaiah,13,11,我要惩罚世界，是为了它的罪恶；惩罚恶人，是为了他们的恶行；要抑制自负者的骄横，要屈服暴虐者的傲慢；
Isaiah,13,12,我要使人比提炼的黄金更少见，使人比敖非尔纯金更希罕。
Isaiah,13,13,为此，由于万军上主的愤怒，在他暴发怒火之日，天要震撼，地要震动，离其本位。
Isaiah,13,14,那时，人们将如被追逐的羚羊，又如无人率领的羊群，各自转向自己的民族，各自逃回自己的故乡。
Isaiah,13,15,凡被捕获的，都要被刺杀；凡被擒住的，都要丧身刀下。
Isaiah,13,16,他们的婴儿将在他们眼前被人摔死，他们的房屋将被洗劫，他们的妇女要受奸污。
Isaiah,13,17,我要鼓励玛待人来攻击他们，这些人既不重视白银，也不贪爱黄金。
Isaiah,13,18,他们的弓箭要刺死青年，对腹中的胎儿毫不怜恤，对于婴儿，他们的眼睛也毫不怜视。
Isaiah,13,19,巴比伦──万国的光辉，加色丁的骄矜荣耀，必要被上主倾覆，如同索多玛和哈摩辣一样，
Isaiah,13,20,永远再没有居民，世世代代无人居住；阿剌伯人不在那里设帐，牧人也不在那里立栏；
Isaiah,13,21,卧在那里的只有野兽，他们的房屋满了鸱鴞；驼鸟在那里栖息，魍魉在那里舞蹈；
Isaiah,13,22,豺狼在宫殿里嗥叫，野狗在御苑内呼应；她的时期已来近了，她的日子不会久延。
