Ezekiel,44,1,他领我回到圣殿朝东的外门，门却关着。
Ezekiel,44,2,他对我说：「这门必关闭不开，任何人不得由此门而入，因为上主以色列的天主已由此门而入，为此常应关闭。
Ezekiel,44,3,至於元首，因为他是元首，惟有他可坐在里面，在上主前进食；他由东廊的路而入，亦由原路而出。」
Ezekiel,44,4,以后，他领我由北门到圣殿前，我一看，看见上主的光荣充满了上主的殿，我便伏地掩面。
Ezekiel,44,5,上主对我说：「人子，我对你所说上主殿内的所有规定和法律，你要留心，要眼看耳听，又要注意准入圣殿和禁入圣殿的规则。
Ezekiel,44,6,你对叛逆的以色列家族说：吾主上主这样说：以色列家族，你们所行的一切丑恶之事，该够了罢！
Ezekiel,44,7,当你们奉献给我食品、脂肪和牲血时，竟引领心身未受割损的外方人进入我的圣所，亵渎我的殿宇；这样以你们的一切丑恶，破坏了我的盟约。
Ezekiel,44,8,你们既不在我圣所内供职，却派他们代你们在我圣所内供职。
Ezekiel,44,9,为此吾主上主这样说：一切心身未受割损的外方人，以及所有在以色列子民中的外方人，不得进入我的圣所。
Ezekiel,44,10,至於肋未人，当以色列堕落，离开我而追随他们的偶像时，他们也远离了我，他们必要承担自己的罪债。
Ezekiel,44,11,他们在我圣所内供职，只能充当看守殿门的，作圣殿的侍役，为百姓宰杀全燔祭祭牲和其他祭牲，站在他们面前，给他们服务。
Ezekiel,44,12,因为他们曾在百姓的偶像前给他们服务过，做了以色列家族犯罪的绊脚石，为此我必举手反对他们──吾主上主的断语──他们必要承担自己的罪债。
Ezekiel,44,13,他们不得走近我，做我的司祭，也不得接近我的一切圣物，和至圣之物；反要承担自己的羞辱和所行的一切丑恶。
Ezekiel,44,14,我只委派他们在圣殿供职，服各种劳役，做其中应做的一切事务。
Ezekiel,44,15,惟有那些在以色列子民堕落离开我时，仍然为我的圣所供职的匝多克的儿子，肋未司祭们，可走近我，服事我，侍立我前，给我奉献脂油与牲血──吾主上主的断语──
Ezekiel,44,16,他们可进入我的圣所，走近我的祭桌，服事我，奉行给我供职的事。
Ezekiel,44,17,几时他们进入内院的门，应身穿麻衣；当他们在内院门内或在圣殿供职时，不可穿羊毛衣。
Ezekiel,44,18,他们头上应戴麻布头巾，腰间应穿麻布裤子，不可穿容易出汗的衣服。
Ezekiel,44,19,但他们几时要出去到外院百姓那里时，应脱去供职的衣服，放在圣所的厢房内，穿上别的衣服，免得因自己的祭服使百姓沾染圣洁。
Ezekiel,44,20,他们不可剃头，也不可让头发自由生长，应该修剪头发。
Ezekiel,44,21,任何司祭要进入内院时，不可饮酒。
Ezekiel,44,22,他们不可娶寡妇或弃妇为妻，应娶以色列家族的处女为妻；或娶司祭的寡妇。
Ezekiel,44,23,他们应教训我的百姓区别圣与俗，知道洁与不洁。
Ezekiel,44,24,在诉讼上，他们应充任裁判，按我的法律定断；他们在我的各种庆节上，应遵守我的法律和规例，又应圣化我的安息日。
Ezekiel,44,25,他们不可走近死人，免得沾染不洁；但为父母、子女、兄弟和未嫁的姊妹，可自染不洁。
Ezekiel,44,26,在他取洁以后，再过七天，
Ezekiel,44,27,他要进入圣所，进内院，为在圣所内供职的那一天，应奉献赎罪祭──吾主上主的断语──
Ezekiel,44,28,他们不可有产业，我是他们的产业；在以色列也不可分给他们地业，我是他们的地业。
Ezekiel,44,29,他们可以吃素祭，赎罪祭和赎过祭：凡在以色列所献的禁物，都应归於他们。
Ezekiel,44,30,各种初熟之物，和你们藉举祭所献的一切祭物，应归於司祭；此外，将你们粗麦面中最好的一分，给与司祭，好叫祝福降在你们家庭中。
Ezekiel,44,31,凡自然死或被猛兽撕裂的飞禽走兽，司祭都不可吃。」
