Judith,14,1,友弟德对他们说：「兄弟们，请听我说：把这人头挂在城垛上。
Judith,14,2,天亮，太阳上升照耀大地时，你们各拿武器，所有的壮丁，都应出城；并且立一个首领率领他们，彷佛要下到平原，攻击亚述人的前哨，但是不必下去。
Judith,14,3,亚述人一见，必拿起武器，走到营里，叫醒亚述军队的官长，官长必跑进敖罗斐乃帐幕；若找不着他，必惊慌失措，从你们面前逃走。
Judith,14,4,此时，你们以及住在以色列全境内的人民，应去追赶他们，在他们溃退的路上，沿途截击。
Judith,14,5,不过在作这事以前，请你们给我将阿孟人阿希约尔叫来，叫他看看，并辨认那轻视以色列家，打发他到我们这里来等死的人！」
Judith,14,6,人就由敖齐雅家里将阿希约尔叫来。他一来到，看见会集的人群中，有人手提着敖罗斐乃的头，就立即晕倒在地。
Judith,14,7,人将他扶起，他就跪在友弟德脚前，叩拜她说：「在所有犹太帐幕里，在所有听到你名字而死惧的万民中，你是应受赞美的！
Judith,14,8,如今请告诉我，你在这几天内做了什么！」友弟德就当着民众，把她从出城那天，直到现今与他们谈话时为止的所作所为，都一一告诉了他。
Judith,14,9,她一说完，民众就大声呼喊，全城欢声雷动。
Judith,14,10,阿希约尔看见以色列天主所作的这一切，就坚信了天主，受了割损，归依以色列家，直到今日。
Judith,14,11,天一发亮，人们就将敖罗斐乃的头挂在城垛上，各人拿着武器，一队一队地，走向山坡的路。
Judith,14,12,亚述子民一看见，就打发人通知自己的头目；头目去见长官、千夫长和众将领。
Judith,14,13,他们来到敖罗斐乃帐幕前，对总管说：「请叫醒我们的主上，因为那些奴才竟敢下来向我们挑战，他们要下来送死。」
Judith,14,14,巴哥阿就进去，敲了帐幕的门簾，以为他还与友弟德同睡未起。
Judith,14,15,但没有听到什么声音，就揭开门簾，走进寝室，发现敖罗斐乃横卧在脚凳上死了，头已被砍去，
Judith,14,16,便大声呼喊、哭泣、呻吟、尖叫、撕裂了衣服，
Judith,14,17,立即跑进友弟德住的帐幕里，也没有找着她，就跑到人们前喊说：
Judith,14,18,「这些奴才造反了！一个希伯来女人给拿步高王朝带来了耻辱。看，敖罗斐乃死在地上，头不见了！」
Judith,14,19,亚述军队的众官长一听这话，都撕裂了衣服，心慌意乱；此时营中哭声喊声混成一片。
