Proverbs,3,1,我儿，不要忘了我的法律，该诚心恪守我的诫命，
Proverbs,3,2,因为这样能使你延年益寿，也能增加你的康宁。
Proverbs,3,3,不要让慈祥和忠实离弃你，要将她们系在你的颈上，刻在你的心版上；
Proverbs,3,4,这样，你在天主和世人面前，必获得宠幸和恩爱。
Proverbs,3,5,你应全心信赖上主，总不要依赖自己的聪明；
Proverbs,3,6,应步步体会上主，他必修平你的行径。
Proverbs,3,7,不要自作聪明，应敬畏主，远避邪恶；
Proverbs,3,8,如此，你的身体必会康健，你的骨骼也会舒适。
Proverbs,3,9,应以你的财物和一切初熟之物，去尊崇上主；
Proverbs,3,10,这样，你的仓廪必充满粮食，你的榨酒池必盈溢新酒。
Proverbs,3,11,我儿，不要轻视上主的惩戒，也不要厌恶他的谴责，
Proverbs,3,12,因为上主谴责他所爱的，有如父亲谴责他的爱子。
Proverbs,3,13,寻得智慧和获取睿智的人是有福的，
Proverbs,3,14,因为赚得智慧胜于赚得银钱；智慧的果实胜于纯金。
Proverbs,3,15,智慧比珍珠还要宝贵；凡你所贪求的，都不足以与她伦比。
Proverbs,3,16,在她右边是延年益寿，在她左边是富贵荣华。
Proverbs,3,17,她的道路是康乐之道，她的行径是一片安宁。
Proverbs,3,18,她为掌握她的人，是一株生命树；凡坚持她的，必将纳福。
Proverbs,3,19,上主以智慧奠定了大地，以睿智坚定了高天；
Proverbs,3,20,赖他的智识，深渊才裂口喷水，云彩才降下甘露。
Proverbs,3,21,我儿，你应保持明智和慎重，不要让她们离开你的视线：
Proverbs,3,22,二者应是你心灵的生命，是你颈项的华饰；
Proverbs,3,23,这样，你走路必感安全，你的脚不致绊倒。
Proverbs,3,24,你若坐下，必无所恐惧；你若躺下，必睡得甘甜。
Proverbs,3,25,你决不怕骤然而来的恐怖，也不怕恶人突然而至的摧残，
Proverbs,3,26,因为上主将要护佑你，使你的脚远离陷阱。
Proverbs,3,27,你若有能力作到，不要拒绝向有求于你的人行善；
Proverbs,3,28,如果你能即刻作到，不要对你的近人说：「去！明天再来，我才给你。」
Proverbs,3,29,几时你的近人安心与你居住，你不应暗算他。
Proverbs,3,30,若他人没有加害你，你不应与他无端争辩。
Proverbs,3,31,不要羡慕强暴的人，更不要选择他的任何行径，
Proverbs,3,32,因为上主厌恶乖戾的人，挚爱正直的人。
Proverbs,3,33,上主诅咒恶人的住宅，祝福义人的寓所。
Proverbs,3,34,上主嘲弄好愚弄的人，却宠爱谦卑的人。
Proverbs,3,35,智慧的人必承受尊荣，愚昧的人必蒙受羞辱。
