Jeremiah,43,1,耶肋米亞向全體人民說完上主他們的天主的一切話，即上主他們的天主派遣他來向他們轉告的這一切話以後，
Jeremiah,43,2,瑪阿色雅的兒子阿匝黎雅和卡勒亞的兒子約哈南，以及一切傲慢反叛的人，就對耶肋米亞說：「你說謊；上主我們的天主並沒有派你說：你們不要去寄居在埃及；
Jeremiah,43,3,只是乃黎雅的兒子巴路克挑唆你反對我們，好將我們交在加色丁人手中，或殺或擄到巴比倫去。」
Jeremiah,43,4,卡勒亞的兒子約哈南和眾部隊首領以及全體人民，沒有聽從上主的勸告，住在猶大地內。
Jeremiah,43,5,卡勒亞的兒子約哈南和眾部隊首領，反而率領全體猶大遺民，即那些四散到各民族間，又回來住在猶大境內的人：
Jeremiah,43,6,男子和婦女，幼童和王家閨秀，以及衛隊長乃步匝辣當給沙番的孫子，阿希甘的兒子留下的人，連同先知耶肋米亞和乃黎雅的兒子巴路克，
Jeremiah,43,7,到埃及地去了；沒有聽從上主的勸告，而來到塔黑培乃斯。
Jeremiah,43,8,在塔黑培乃斯上主有話傳給耶肋米亞說：
Jeremiah,43,9,「你用手拿一些大石頭，當着猶大人眼前，藏在塔黑培乃斯法郎王宮門前石鋪地道下面，
Jeremiah,43,10,然後對他們說：萬軍的上主，以色列的天主這樣說：看，我必派人去領我的僕人巴比倫王拿步高來，在你藏的這些石頭上安置他的寶座，張設他的華蓋。
Jeremiah,43,11,他必來攻打埃及地，叫那該死的死，該擄的擄，該殺的殺；
Jeremiah,43,12,必來放火焚燒埃及的神廟，燒毀或擄走廟內的神像；必來收取埃及地，如同牧人收取自己的外衣，最後安然離去。
Jeremiah,43,13,此外，他還要粉碎埃及地太陽神廟的石柱，放火焚燒埃及的神廟。」
