Numbers,22,1,以色列子民再起程出發，在約但東邊的摩阿布曠野中，對着耶里哥城紮了營。
Numbers,22,2,漆頗爾的兒子巴拉克，見了以色列對阿摩黎人所做的一切；
Numbers,22,3,摩阿布人十分怕這民族，因為他們眾多；摩阿布人對以色列子民大起恐慌，
Numbers,22,4,於是對米德楊的長老說：「現在這群人要吞併我們四周的一切，有如牛吃盡田間的青草。」漆頗爾的兒子巴拉克，其時正是摩阿布的君王，
Numbers,22,5,遂遣使者往幼發拉的河阿瑪伍人之地的培托爾去，見貝敖爾的兒子巴郎，請他說：「看，由埃及來了一個民族，遮蓋了地面，現今正住在我的對面。
Numbers,22,6,現在請你來，替我咒罵這民族，因為他們比我強大，或許這樣我能將他們擊敗，從此地趕走；因為我知道，你祝福的，必蒙祝福；你咒罵的，必蒙咒罵。」
Numbers,22,7,摩阿布和米德楊的長老於是帶着卜金去了；到了巴郎那裏，將巴拉克的話告訴了他。
Numbers,22,8,他回答他們說：「今夜你們在這裏過夜，我要依照上主吩咐我的話答覆你們。」這樣，摩阿布的縉紳就在巴郎那裏住下了。
Numbers,22,9,天主來到巴郎那裏說：「與你在一起的是些什麼人？」
Numbers,22,10,巴郎答覆天主說：「是摩阿布的君王，漆頗爾的兒子巴拉克，打發些人來告訴我說：
Numbers,22,11,看從埃及來了一個民族，遮蓋了地面，現在請你來替我咒罵他們，使我或許能與他們交戰，將他們驅逐。」
Numbers,22,12,天主對巴郎說：「你不可與他們同去，你不可咒罵這民族，因為他們是受祝福的。」
Numbers,22,13,巴郎早晨起來就對巴拉克的縉紳說：「你們回本國去罷！因為上主不許我同你們一起去。」
Numbers,22,14,摩阿布的縉紳就起身回到巴拉克那裏說：「巴郎不願同我們一起來。」
Numbers,22,15,巴拉克於是又派比以前更多更尊貴的縉紳去。
Numbers,22,16,他們去見巴郎，對他說：「漆頗爾的兒子巴拉克這樣說：請你不要推辭到我這裏來，
Numbers,22,17,因為我必豐富地酬謝你。凡你要的，我都照辦；只要你前來，替我咒罵這民族。」
Numbers,22,18,巴郎答覆巴拉克的使臣說：「即使巴拉克給我滿屋的金銀，我也不能做任何大小的事，違犯上主我天主的命令。
Numbers,22,19,現在，請你們今夜也在這裏住下，看看上主還要對我說什麼。」
Numbers,22,20,夜間天主來到巴郎那裏，對他說：「這些人既然來邀請你，你就起身同他們去罷！但是你只應做我吩咐你的事。」
Numbers,22,21,巴郎早晨起來，備好驢，就同摩阿布的縉紳一起去了。
Numbers,22,22,因為他起身走了，天主發了怒；上主的使者在路上擋住他的去路。當時他騎着驢，還有兩個童僕跟着。
Numbers,22,23,那驢一看見上主的使者，持着拔出的刀站在路上，就離開正路，走入田中去了。巴郎便打那驢，要牠回到路上。
Numbers,22,24,以後，上主的使者又站在葡萄園間的窄路上，兩面有牆。
Numbers,22,25,那驢一見上主的使者，就緊靠着牆，將巴郎的腳擠在牆上，他又打了那驢。
Numbers,22,26,上主的使者又往前行，站在窄狹的地方，左右無路可走，
Numbers,22,27,那驢又見上主的使者，遂趴在巴郎下；巴郎大怒，用棍杖打那驢。
Numbers,22,28,上主遂開了驢的口，對巴郎說：「我對你作了什麼？你竟三次打我？」
Numbers,22,29,巴郎回答那驢說：「因為你玩弄我。我若手中有刀，早殺了你。」
Numbers,22,30,那驢對巴郎說：「我不是你從起初直到今日所騎的驢嗎？平常我是否對你這樣做？」他回答說：「不」。
Numbers,22,31,上主遂開了巴郎的眼，使他看見上主的使者，手持拔出的刀站在路上，他就躬身俯伏在地。
Numbers,22,32,上主的使者對他說：「你為什麼三次打你的驢？看，是我出來擋路，因為你走的這路，在我面前是邪路。
Numbers,22,33,驢看見了我，就在我面前迴避了三次；幸虧牠迴避了我，不然我早殺了你，只留下了牠。」
Numbers,22,34,巴郎於是對上主的使者說：「我犯了罪，因為我不知道是你站在路上攔阻我。現在，如果你以為不對，我就回去好了。」
Numbers,22,35,上主的使者對巴郎說；「你同這些人去罷！但是你只應說我吩咐你的話。」巴郎於是同巴拉克的縉紳一起去了。
Numbers,22,36,巴拉克聽說巴郎來了，就到阿爾摩阿布──此城臨近阿爾農河邊，在國界的盡頭，──去迎接他。
Numbers,22,37,巴拉克對巴郎說：「我不是派遣了使者去請你？你為什麼不到我這裏來，莫非我不能酬報你？」
Numbers,22,38,巴郎答覆巴拉克說：「看，我已到你這裏來了，但我能隨便說什麼嗎？我只能說天主吩咐我說的話。」
Numbers,22,39,巴郎遂同巴拉克起身，來到了克黎雅特胡祚特。
Numbers,22,40,巴拉克祭殺了牛羊，餽送給巴郎和同他在一起的縉紳。
Numbers,22,41,到了次日早晨，巴拉克領巴郎上了巴摩特巴耳去，從那裏能看到一部分以色列人民。
