1_Chronicles,1,1,亞當、舍特、厄諾士、
1_Chronicles,1,2,刻南、瑪拉肋耳、耶勒得、
1_Chronicles,1,3,哈諾客、默突舍拉、拉默客、
1_Chronicles,1,4,諾厄、閃、含和耶斐特。
1_Chronicles,1,5,耶斐特的子孫：哥默爾、瑪哥格、瑪待、雅汪、突巴耳、默舍客和提辣斯。
1_Chronicles,1,6,哥默爾的子孫：阿市革納次、黎法特和托加爾瑪。
1_Chronicles,1,7,雅汪的子孫：厄里沙、塔爾史士、基廷和多丹。
1_Chronicles,1,8,含的子孫：雇士、米茲辣殷、普特和客納罕。
1_Chronicles,1,9,雇士的子孫：色巴、哈威拉、撒貝達、辣阿瑪和撒貝特加。辣阿瑪的子孫：舍巴和德丹。
1_Chronicles,1,10,雇士生尼默洛得；他是世界第一個強人。
1_Chronicles,1,11,米茲辣殷生路丁人、阿納明人、肋哈賓人、納斐突歆人、
1_Chronicles,1,12,帕特洛斯人，加斯路人和加非托爾人，即培肋舍特的祖先。
1_Chronicles,1,13,客納罕生長子漆冬，次為赫特、
1_Chronicles,1,14,耶步斯人、阿摩黎人、基爾加士人、
1_Chronicles,1,15,希威人、阿爾克人、息尼人、
1_Chronicles,1,16,阿爾瓦得人、責瑪黎人和哈瑪特人。
1_Chronicles,1,17,閃的子孫：厄藍、亞述、阿帕革沙得、路得、阿蘭。阿蘭的子孫：伍茲、胡耳、革特爾和默舍客。
1_Chronicles,1,18,阿帕革沙得生舍拉，舍拉生厄貝爾。
1_Chronicles,1,19,厄貝爾生了兩個兒子：長子名叫培肋格，因為在他的時代，世界分裂了；他的兄弟名叫約刻堂。
1_Chronicles,1,20,約刻堂生阿耳摩達得、舍肋夫、哈匝瑪委特、耶辣、
1_Chronicles,1,21,哈多蘭、烏匝耳、狄刻拉、
1_Chronicles,1,22,厄巴耳、阿彼瑪耳、舍巴、
1_Chronicles,1,23,敖非爾、哈威拉和約巴布：這些人都是約刻堂的子孫。
1_Chronicles,1,24,閃、阿帕革沙得、舍拉、
1_Chronicles,1,25,厄貝爾、培肋格、勒伍、
1_Chronicles,1,26,色魯格、納曷爾、特辣黑、
1_Chronicles,1,27,亞巴郎即亞巴辣罕。
1_Chronicles,1,28,亞巴郎的兒子是依撒格和依市瑪耳。
1_Chronicles,1,29,以下是他的後裔：依市瑪耳的長子是乃巴約特，次為刻達爾、阿德貝耳、米貝散、
1_Chronicles,1,30,米市瑪、杜瑪、瑪薩、哈達得、特瑪、
1_Chronicles,1,31,耶突爾、納菲士和刻德瑪：以上是依市瑪耳的兒子。
1_Chronicles,1,32,亞巴郎的妾刻突辣所生的兒子：齊默郎、約刻商、默丹、米德楊、依市巴克和叔哈；約刻商的兒子：舍巴和德丹。
1_Chronicles,1,33,米德楊的兒子：厄法、厄斐爾、哈諾客、阿彼達和厄耳達阿：以上都是刻突辣的子孫。
1_Chronicles,1,34,亞巴郎生依撒格；依撒格生厄撒烏和以色列。
1_Chronicles,1,35,厄撒烏的兒子：厄里法次、勒烏耳、耶烏士、雅藍和科辣黑。
1_Chronicles,1,36,厄里法次的子孫：特曼、敖瑪爾、則非、加堂、刻納次、提默納和阿瑪肋克。
1_Chronicles,1,37,勒烏耳的子孫：納哈特、則辣黑、沙瑪和米匝。
1_Chronicles,1,38,色依爾的子孫：羅堂、芍巴耳、漆貝紅、阿納、狄雄、厄責爾和狄商。
1_Chronicles,1,39,羅堂的兒子：曷黎和曷曼；羅堂的姊妹：提默納。
1_Chronicles,1,40,芍巴耳的兒子：阿里楊、瑪納哈特、厄巴耳、舍非和敖南。漆貝紅的兒子：阿雅和阿納。
1_Chronicles,1,41,阿納的兒子：狄雄；狄雄的兒子：哈默郎、厄市班、依特郎和革郎。
1_Chronicles,1,42,厄責爾的兒子：耳漢、匝汪和阿甘。狄商的兒子：伍茲和阿郎。
1_Chronicles,1,43,以下是在以色列子民未有君王統治以前，統治厄東地的君王：貝敖爾的兒子貝拉，他的京城名叫丁哈巴。
1_Chronicles,1,44,貝拉死後，波責辣人則辣黑的兒子約巴布繼他為王。
1_Chronicles,1,45,約巴布死後，特曼地人胡商繼他為王。
1_Chronicles,1,46,胡商死後，貝達得的兒子哈達得繼他為王。他曾在摩阿布平原擊敗了米德楊人；他的京城名叫阿威特。
1_Chronicles,1,47,哈達得死後，瑪斯勒卡人撒默拉繼他為王。
1_Chronicles,1,48,撒默拉死後，河間的勒曷波特人沙烏耳繼他為王。
1_Chronicles,1,49,沙烏耳死後，阿革波爾的兒子巴耳哈南繼他為王。
1_Chronicles,1,50,巴耳哈南死後，哈達得繼他為王，他的京城名叫帕依，他的妻子名叫默塔貝耳，是默匝哈布人瑪特勒得的女兒。
1_Chronicles,1,51,哈達得死後，為厄東族長的是：提默納族長，阿里雅族長，耶太特族長，
1_Chronicles,1,52,敖曷里巴瑪族長，厄拉族長，丕農族長，
1_Chronicles,1,53,刻納次族長，特曼族長，米貝匝爾族長，
1_Chronicles,1,54,瑪革狄耳族長和依蘭族長：上是厄東的族長。
