Sirach,25,1,有三件事，我心中喜樂，這三件事也是上主與世人喜愛的，就是：
Sirach,25,2,兄弟和睦，鄰人友愛，夫婦同心。
Sirach,25,3,有三種人，我心中憎恨；他們的生活，是我厭惡的，就是：
Sirach,25,4,傲慢的窮人，詭詐的富人，和淫亂無知的老人。
Sirach,25,5,你青年時，沒有積蓄，到你老時，你能有什麼？
Sirach,25,6,白髮老人，善於判斷；年高的人，會出主意，是多麼美好！
Sirach,25,7,老年人富有智慧；有榮名的人，聰明而有智謀，何其相稱！
Sirach,25,8,閱歷豐富，是老年人的榮冠；敬畏上主，是他們的光榮。
Sirach,25,9,有九件事，我心中以為是幸福的；但第十件事，我的口舌更要向人講述，那就是：
Sirach,25,10,因子女而喜樂，在世上見到敵人失敗的人；
Sirach,25,11,能與明智的婦女同居，不使牛驢同軛耕作，口舌沒有過錯，及不事奉自己屬下的人，是有福的；
Sirach,25,12,發現明智，和講給聽眾的人，是有福的；
Sirach,25,13,找到智慧和明智的人，是多麼偉大！但是無人能超過敬畏上主的人。
Sirach,25,14,敬畏上主，超越一切。
Sirach,25,15,獲得敬畏上主之情的人，是有福的；懷有敬畏上主之情的人，誰能與他相比？
Sirach,25,16,敬畏上主，是愛上主的初步；信德是依附上主的起源。
Sirach,25,17,最有損害的，是內心的憂愁；最壞的，是婦女的醜行。
Sirach,25,18,一切打擊都可忍受，但不願忍受心中的打擊；
Sirach,25,19,一切惡毒都可忍耐，但不願忍耐婦人的惡毒；
Sirach,25,20,一切侵害都可接受，但不願接受仇恨者的侵害；
Sirach,25,21,一切報復都可承當，但不願承當敵人的報復。
Sirach,25,22,沒有比蛇毒更毒的，沒有比婦女發怒更暴哮的。
Sirach,25,23,我寧願與獅龍共處，不願與惡婦同居。
Sirach,25,24,婦人的邪惡，使自己的臉面變色，變成醜黑，有如熊臉，彷彿麻袋。
Sirach,25,25,他的丈夫一和近人同坐，她就不由地悲傷嘆息。
Sirach,25,26,一切惡毒，與婦人的惡毒相比，都算輕微；願罪人的命運，落在她身上。
Sirach,25,27,老年人的腳，難上沙坡；安靜的丈夫，難以容忍多言的妻子。
Sirach,25,28,不要因婦女的美麗，陷於罪過；也不要因她美麗，就貪戀她。
Sirach,25,29,令人感到憤怒侮辱與奇恥的事是：
Sirach,25,30,婦人供養自己的丈夫。
Sirach,25,31,惡婦使人意志頹唐，面帶憂色，心受創傷。
Sirach,25,32,丈夫手弱膝軟，是因為妻子使他陷於不幸。
Sirach,25,33,罪惡的起源，來自婦女；為了她，我們都要死亡。
Sirach,25,34,不要給水留漏洞，連微小的漏洞也不要留，不要給惡婦任何自由。
Sirach,25,35,她若不隨從你的指使，在仇人前侮辱你，
Sirach,25,36,就應把她從你身上割去，免得她常虐待你。
