Romans,10,1,弟兄們！我心裏所懷的切望，向天主所懇求的，就是為使我的同胞獲得救恩。
Romans,10,2,我可以為他們作證：他們對天主有熱心，但不合乎真知超見，
Romans,10,3,因為他們不認識由天主而來的正義，企圖建立自己的正義，而不順從天主的正義：
Romans,10,4,因為法律的終向是基督，使凡信他的人獲得正義。
Romans,10,5,關於出自法律的正義，梅瑟曾寫過：「遵守法律的人，必因法律而生活。」
Romans,10,6,但是，出自信仰的正義卻這樣說：「你心裏不要說：誰能升到天上去？」意思是說：使基督從那裏下來；
Romans,10,7,也不要說：「誰能下到深淵裏去？」意思是說：把基督從死者中領上來。
Romans,10,8,正義到底說了什麼？她說：「天主的話離你很近，就在你的口裏，就在你的心中。」這就是指我們關於信仰的宣講。
Romans,10,9,如果你口裏承認耶穌為主，心裏相信天主使他從死者中復活起來了，你便可獲得救恩，
Romans,10,10,因為心裏相信，可使人成義；口裏承認，可使人獲得救恩。
Romans,10,11,經上又說：「凡相信他的人，不至於蒙羞。」
Romans,10,12,其實，並沒有猶太人與希臘人的區別，因為眾人都有同一的主，他對一切呼號他的人都是富有慈惠的。
Romans,10,13,的確，「凡呼號上主名號的人，必然獲救。」
Romans,10,14,但是，人若不信他，又怎能呼號他呢？從未聽到他，又怎能信他呢？沒有宣講者，又怎能聽到呢？
Romans,10,15,若沒有奉派遣，人又怎能去宣講呢？正如所記載的：「傳佈福音者的腳步是多麼美麗啊！」
Romans,10,16,然而並不是所有的人都服從了福音。依撒意亞曾說過：「上主，有誰相信了我們的報道呢？」
Romans,10,17,所以信仰是出於報道，報道是出於基督的命令。
Romans,10,18,但我要問：難道他們沒有聽過嗎？一定聽過了。「他們的聲音傳遍普世，他們的言語達於地極。」
Romans,10,19,但是我再問：難道以色列人不明白嗎？首先梅瑟說過：「我要以那不成子民的人，激起你們的妒火；以愚昧的民族，惹起你們的怒氣。」
Romans,10,20,繼而依撒意亞也放膽說：「未曾尋找我的人，找到了我；對未曾訪問我的人，我顯現了。」
Romans,10,21,但關於以色列人卻說：「我整天向悖逆違抗的民族，伸出我的手。」
